name,chromosome,start_loc,end_loc
955-1611,1,134556259,134557124
956-1611,1,134560080,134561744
957-1612,1,134646453,134647253
958-1612,1,134708873,134709423
959-1614,1,134955511,134955991
960-1614,1,134962406,134962752
961-1614,1,134987516,134988073
962-1615,1,135085371,135085593
963-1615,1,135104868,135105311
964-1616,1,135146495,135147566
965-1617,1,135283531,135284122
966-1617,1,135313596,135313916
967-1617,1,135374915,135375165
968-1618,1,135429953,135430720
969-1619,1,135532492,135532693
970-1619,1,135584707,135585732
971-1620,1,135687731,135688484
972-1620,1,135729162,135729379
973-1620,1,135765880,135766710
974-1621,1,135818508,135819008
975-1621,1,135918709,135919286
976-1622,1,136050821,136051352
977-1623,1,136131275,136131926
978-1623,1,136140304,136140607
979-1624,1,136215816,136216116
980-1624,1,136233872,136234663
981-1624,1,136259769,136260914
982-1625,1,136345398,136346321
983-1625,1,136415222,136415678
984-1626,1,136466216,136466630
985-1627,1,136624636,136625621
986-1628,1,136789139,136789568
987-1629,1,136948567,136949197
988-1629,1,136952915,136953134
989-1631,1,137155774,137156079
990-1631,1,137156190,137156423
991-1632,1,137276942,137277163
992-1632,1,137345048,137345367
993-1632,1,137350308,137350573
994-1634,1,137526928,137527188
995-1635,1,137716149,137716454
996-1640,1,138311454,138312226
997-1642,1,138619152,138619864
998-1643,1,138788934,138789465
999-1644,1,138841498,138842069
1000-1644,1,138843604,138843837
1001-1644,1,138847193,138847449
1002-1644,1,138856300,138856906
1003-1645,1,138963394,138964108
1004-1648,1,139422096,139422751
1005-1648,1,139454634,139455233
1006-1649,1,139546370,139546913
1007-1650,1,139641200,139641823
1008-1652,1,139907402,139907959
1009-1658,1,140648796,140649028
1010-1659,1,140817929,140818158
1011-1660,1,140923897,140924216
1012-1660,1,140964613,140964982
1013-1661,1,141035375,141035803
1014-1661,1,141036458,141036756
1015-1661,1,141042175,141042492
1016-1662,1,141190022,141190341
1017-1662,1,141190467,141190756
1018-1662,1,141261829,141262270
1019-1663,1,141372124,141372339
1020-1663,1,141372723,141372944
1021-1663,1,141373599,141374027
1022-1676,1,143110892,143111129
1023-1678,1,143331996,143332437
1024-1678,1,143380518,143380757
1025-1679,1,143511825,143512168
1026-1681,1,143702598,143703176
1027-1681,1,143739387,143739786
1028-1681,1,143776714,143777655
1029-1682,1,143862230,143862549
1030-1682,1,143871639,143871903
1031-1683,1,143971067,143971624
1032-1683,1,144004129,144004509
1033-1686,1,144321031,144321347
1034-1686,1,144384242,144384596
1035-1686,1,144385216,144385516
1036-1690,1,144854786,144855036
1037-1690,1,144860465,144860686
1038-1690,1,144861320,144861671
1039-1693,1,145255215,145255493
1040-1698,1,145965755,145965988
1041-1698,1,146004468,146004999
1042-1699,1,146122053,146122282
1043-1700,1,146203421,146203904
1044-1701,1,146287667,146287997
1045-1701,1,146288587,146289063
1046-1701,1,146397317,146397549
1047-1701,1,146402970,146403199
1048-1701,1,146403833,146404278
1049-1701,1,146406200,146406564
1050-1702,1,146445416,146445721
1051-1708,1,147282399,147282632
1052-1710,1,147497059,147497369
1053-1711,1,147591924,147592157
1054-1713,1,147944067,147944503
1055-1714,1,148081308,148082093
1056-1715,1,148173047,148173276
1057-1717,1,148378690,148379547
1058-1717,1,148485465,148485670
1059-1717,1,148486596,148486832
1060-1717,1,148490364,148490569
1061-1723,1,149176861,149177238
1062-1724,1,149296785,149297090
1063-1724,1,149394331,149394601
1064-1725,1,149511886,149512405
1065-1725,1,149520062,149520283
1066-1725,1,149520926,149521274
1067-1726,1,149581526,149581979
1068-1726,1,149582605,149582902
1069-1726,1,149588327,149588646
1070-1730,1,150082190,150082400
1071-1731,1,150230160,150230403
1072-1731,1,150232500,150233243
1073-1732,1,150392777,150393719
1074-1736,1,150993278,150993599
1075-1739,1,151344225,151345424
1076-1740,1,151428085,151429157
1077-1740,1,151500026,151501141
1078-1741,1,151571313,151571755
1079-1742,1,151755184,151755925
1080-1745,1,152089616,152090619
1081-1746,1,152242175,152242502
1082-1746,1,152275017,152275344
1083-1747,1,152386313,152386744
1084-1747,1,152399918,152400364
1085-1749,1,152624908,152625288
1086-1749,1,152664016,152664415
1087-1750,1,152765927,152767261
1088-1751,1,152901953,152903964
1089-1751,1,152954930,152956251
1090-1753,1,153185935,153186287
1091-1754,1,153332003,153333079
1092-1755,1,153425078,153425591
1093-1756,1,153486981,153487778
1094-1756,1,153549548,153549837
1095-1759,1,153899777,153901066
1096-1759,1,153907915,153908159
1097-1761,1,154204837,154205538
1098-1761,1,154243042,154243264
1099-1766,1,154799259,154799676
1100-1766,1,154904719,154904948
1101-1766,1,154905627,154905938
1102-1768,1,155083181,155083658
1103-1768,1,155098325,155099738
1104-1768,1,155158548,155159280
1105-1769,1,155244091,155244947
1106-1770,1,155416849,155417545
1107-1771,1,155558147,155558794
1108-1773,1,155736867,155737982
1109-1773,1,155741117,155743246
1110-1773,1,155812433,155813157
1111-1774,1,155972723,155973671
1112-1775,1,156035532,156036386
1113-1776,1,156204683,156205085
1114-1777,1,156303117,156303790
1115-1778,1,156420694,156421188
1116-1778,1,156474014,156474393
1117-1779,1,156558496,156559438
1118-1780,1,156674055,156674416
1119-1780,1,156718337,156719263
1120-1782,1,156938962,156940007
1121-1783,1,157042341,157042582
1122-1785,1,157411786,157412829
1123-1787,1,157612703,157612987
1124-1789,1,157883369,157883882
1125-1792,1,158331648,158332391
1126-1793,1,158355760,158356243
1127-1793,1,158362548,158362875
1128-1797,1,158879586,158880280
1129-1798,1,159021935,159022476
1130-1799,1,159231781,159232846
1131-1805,1,159975536,159975798
1132-1807,1,160194961,160195410
1133-1807,1,160212438,160213405
1134-1808,1,160421461,160422180
1135-1811,1,160792029,160793170
1136-1812,1,160906209,160907096
1137-1813,1,161034404,161035181
1138-1813,1,161070648,161071145
1139-1814,1,161142783,161143001
1140-1814,1,161170642,161170990
1141-1815,1,161250817,161251278
1142-1815,1,161314142,161314420
1143-1818,1,161727446,161727681
1144-1820,1,161876451,161877098
1145-1820,1,161969118,161969514
1146-1821,1,162063655,162063973
1147-1823,1,162338552,162339268
1148-1824,1,162477565,162478079
1149-1825,1,162548264,162548709
1150-1825,1,162570353,162571602
1151-1826,1,162739971,162740673
1152-1827,1,162819898,162820122
1153-1827,1,162841573,162842065
1154-1830,1,163312001,163312621
1155-1834,1,163710072,163710605
1156-1834,1,163779512,163779920
1157-1834,1,163783960,163784482
1158-1835,1,163929784,163930411
1159-1836,1,163994433,163995154
1160-1837,1,164224357,164224911
1161-1837,1,164228224,164228461
1162-1838,1,164248619,164249686
1163-1838,1,164307457,164307684
1164-1839,1,164457666,164458737
1165-1841,1,164729936,164730169
1166-1844,1,165082436,165082679
1167-1844,1,165102924,165103299
1168-1845,1,165193911,165194575
1169-1845,1,165236383,165237118
1170-230,1,165281712,165282567
1171-1846,1,165404641,165405151
1172-1847,1,165459579,165461564
1173-1848,1,165634115,165634787
1174-1848,1,165641860,165642678
1175-1849,1,165707783,165708059
1176-1849,1,165763705,165764219
1177-1850,1,165845013,165845260
1178-1851,1,166001465,166003585
1179-1853,1,166238497,166238965
1180-1853,1,166253979,166254382
1181-1853,1,166308841,166309482
1182-1854,1,166378930,166379976
1183-1854,1,166409386,166410061
1184-1854,1,166424560,166424838
1185-1855,1,166475160,166475470
1186-1856,1,166601104,166601407
1187-1857,1,166768402,166768777
1188-1858,1,166912461,166912698
1189-1858,1,166940176,166940471
1190-1859,1,166987751,166987960
1191-1859,1,167000591,167001863
1192-1860,1,167197219,167197485
1193-1860,1,167226375,167226581
1194-1861,1,167283764,167285334
1195-1861,1,167308180,167309065
1196-1861,1,167340275,167340542
1197-1861,1,167350131,167350541
1198-1862,1,167394071,167394421
1199-1863,1,167632305,167632643
1200-1864,1,167661214,167661453
1201-1864,1,167688274,167689255
1202-1864,1,167692181,167692395
1203-1865,1,167803055,167803272
1204-1866,1,167929789,167929998
1205-1871,1,168629287,168629821
1206-1871,1,168649652,168650070
1207-1875,1,169174745,169175279
1208-1878,1,169531289,169531599
1209-1878,1,169542429,169542857
1210-1878,1,169548563,169548880
1211-1881,1,169968945,169969431
1212-1882,1,170115790,170116235
1213-1882,1,170116902,170117131
1214-1882,1,170122554,170122888
1215-1883,1,170174609,170175289
1216-1883,1,170215003,170215422
1217-1883,1,170255385,170255751
1218-1886,1,170589279,170590058
1219-1886,1,170644195,170644660
1220-1888,1,170867512,170867858
1221-1888,1,170868691,170868989
1222-1888,1,170885006,170885507
1223-1888,1,170907403,170908171
1224-1888,1,170908619,170908877
1225-1889,1,170941831,170942692
1226-1889,1,170946000,170946206
1227-1889,1,171037998,171038372
1228-1890,1,171063939,171066085
1229-1890,1,171070320,171070786
1230-1890,1,171071591,171073720
1231-1890,1,171077941,171078407
1232-1890,1,171079181,171081334
1233-1890,1,171085563,171086059
1234-1890,1,171102306,171102825
1235-1890,1,171150341,171150666
1236-1891,1,171195925,171196155
1237-1891,1,171247014,171247401
1238-1891,1,171270155,171270714
1239-1891,1,171287538,171288060
1240-1891,1,171294470,171294818
1241-1892,1,171328889,171329792
1242-1892,1,171345438,171345901
1243-1892,1,171360797,171361019
1244-1892,1,171411209,171411871
1245-1892,1,171437430,171437953
1246-1893,1,171481529,171482101
1247-1893,1,171490466,171490764
1248-1893,1,171503388,171504200
1249-1894,1,171679775,171679999
1250-1895,1,171830232,171830501
1251-1897,1,172026959,172027483
1252-1897,1,172054001,172054248
1253-1897,1,172082539,172083159
1254-1898,1,172147961,172148562
1255-1898,1,172172578,172172820
1256-1898,1,172206596,172206812
1257-1899,1,172312199,172312632
1258-1899,1,172325700,172326579
1259-1899,1,172340865,172341416
1260-1900,1,172376350,172377347
1261-1900,1,172481968,172482213
1262-1901,1,172500078,172501203
1263-1901,1,172562058,172562318
1264-1901,1,172562961,172563360
1265-1902,1,172632538,172633129
1266-1902,1,172677441,172677673
1267-1902,1,172716898,172717157
1268-1902,1,172731833,172732066
1269-1904,1,172884730,172885035
1270-1906,1,173260546,173261216
1271-1907,1,173367181,173367799
1272-1910,1,173712075,173712287
1273-1910,1,173793305,173793599
1274-1914,1,174254132,174254872
1275-1914,1,174306736,174306974
1276-1916,1,174501729,174502540
1277-1916,1,174503311,174503629
1278-1918,1,174836847,174837093
1279-1919,1,174942996,174943230
1280-1920,1,175014225,175015263
1281-1920,1,175046937,175047166
1282-1920,1,175047848,175048163
1283-1922,1,175345033,175345386
1284-1923,1,175492098,175492716
1285-1924,1,175625278,175625660
1286-1925,1,175692085,175693081
1287-1926,1,175880606,175881239
1288-1929,1,176274633,176275572
1289-1929,1,176282109,176282758
1290-1931,1,176543093,176543410
1291-1931,1,176548831,176549060
1292-1931,1,176549724,176550152
1293-1933,1,176813368,176814723
1294-1934,1,176835536,176835815
1295-1934,1,176899452,176899757
1296-1934,1,176945475,176945721
1297-1937,1,177257299,177259121
1298-1937,1,177322715,177323108
1299-1937,1,177338930,177339192
1300-1938,1,177441491,177443021
1301-1938,1,177448273,177448537
1302-1941,1,177795934,177796794
1303-1942,1,177983180,177984000
1304-1943,1,178010513,178010856
1305-1943,1,178059075,178059567
1306-1944,1,178175211,178175620
1307-1944,1,178187432,178188253
1308-1945,1,178276097,178276585
1309-1945,1,178318207,178319311
1310-1945,1,178336419,178338012
1311-1945,1,178368934,178369181
1312-1946,1,178405659,178406671
1313-1947,1,178527287,178530895
1314-1954,1,179517731,179518067
1315-1954,1,179545916,179546885
1316-1955,1,179636133,179636335
1317-1955,1,179667884,179668692
1318-1956,1,179802926,179804038
1319-1957,1,179894080,179894428
1320-1957,1,179895048,179895348
1321-1957,1,179959520,179960569
1322-1959,1,180195709,180196322
1323-1960,1,180255878,180256423
1324-1960,1,180330555,180332867
1325-1961,1,180483196,180483577
1326-1962,1,180568728,180569491
1327-1962,1,180612206,180612722
1328-1963,1,180640767,180641881
1329-1963,1,180696595,180697327
1330-1963,1,180725762,180726715
1331-1964,1,180777732,180778382
1332-1964,1,180794168,180794426
1333-1964,1,180812492,180814356
1334-1964,1,180850520,180851311
1335-1965,1,180894424,180894798
1336-1965,1,180904154,180904539
1337-1965,1,180936981,180937192
1338-1965,1,180942243,180942939
1339-1967,1,181143973,181144305
1340-1967,1,181150891,181151345
1341-1967,1,181210807,181212388
1342-1967,1,181263662,181263867
1343-1967,1,181269289,181269518
1344-1967,1,181270391,181270596
1345-1968,1,181352377,181352907
1346-1969,1,181492919,181493346
1347-1969,1,181494013,181494242
1348-1970,1,181569116,181569376
1349-1972,1,181841863,181842754
1350-1972,1,181923509,181923713
1351-1973,1,182019391,182020714
1352-1974,1,182124654,182125276
1353-1975,1,182194395,182194596
1354-1975,1,182257669,182258224
1355-1975,1,182261608,182261940
1356-1975,1,182263255,182263458
1357-1975,1,182282094,182282871
1358-1976,1,182340986,182341585
1359-1976,1,182408662,182409611
1360-1977,1,182516998,182517820
1361-1979,1,182763797,182764461
1362-1981,1,183087493,183088015
1363-1981,1,183088462,183089219
1364-1982,1,183221214,183221544
1365-1983,1,183296524,183297797
1366-1983,1,183345070,183345715
1367-247,1,183368926,183369826
1368-1985,1,183571025,183571277
1369-1986,1,183688769,183689010
1370-1989,1,184033312,184034537
1371-1989,1,184154537,184155250
1372-1994,1,184718485,184718804
1373-1994,1,184727715,184727970
1374-1994,1,184731654,184733045
1375-1994,1,184810769,184811173
1376-1995,1,184845500,184845995
1377-1995,1,184882561,184883166
1378-1996,1,184956375,184956870
1379-1996,1,184999314,185000100
1380-1996,1,185031013,185031523
1381-1997,1,185203931,185204409
1382-1998,1,185328725,185329438
1383-1999,1,185341141,185341429
1384-1999,1,185362829,185363485
1385-1999,1,185454936,185455661
1386-1999,1,185458224,185458684
1387-2004,1,186117069,186117376
1388-2009,1,186704280,186704525
1389-2009,1,186705139,186705716
1390-2009,1,186749248,186749502
1391-2011,1,186967389,186968306
1392-2012,1,187062800,187063119
1393-2013,1,187215468,187215800
1394-2014,1,187392819,187393774
1395-2016,1,187607313,187607594
1396-2016,1,187608997,187609682
1397-2016,1,187651869,187652086
1398-2021,1,188341863,188342601
1399-2027,1,189007232,189007958
1400-2029,1,189343314,189343982
1401-2032,1,189687914,189688439
1402-2032,1,189727926,189728833
1403-2032,1,189751188,189751478
1404-2033,1,189921890,189922498
1405-2035,1,190169225,190169601
1406-2035,1,190170206,190171031
1407-2035,1,190172743,190173199
1408-2035,1,190174914,190175594
1409-2039,1,190682137,190682339
1410-2041,1,190870877,190871145
1411-2041,1,190911493,190911931
1412-2041,1,190928447,190929180
1413-2042,1,190978248,190979451
1414-2042,1,191025524,191026487
1415-2042,1,191062647,191063355
1416-2042,1,191097750,191098676
1417-2043,1,191125896,191126160
1418-2043,1,191182423,191184370
1419-2043,1,191184726,191185191
1420-2043,1,191185317,191185550
1421-2043,1,191224326,191224923
1422-2044,1,191317791,191318143
1423-2044,1,191325846,191326480
1424-2045,1,191396078,191397801
1425-2046,1,191501957,191502190
1426-2046,1,191574955,191576091
1427-2047,1,191717734,191719260
1428-2048,1,191821249,191822048
1429-2049,1,191906224,191907697
1430-2049,1,191934162,191934717
1431-2049,1,191938101,191938433
1432-2049,1,191939748,191939951
1433-2049,1,191985233,191985498
1434-2050,1,192092267,192092751
1435-2050,1,192136724,192138612
1436-2051,1,192190665,192191086
1437-2053,1,192471243,192471900
1438-2054,1,192577720,192578048
1439-2054,1,192630142,192630371
1440-2055,1,192770640,192771138
1441-2056,1,192833588,192833792
1442-2056,1,192834625,192835051
1443-2056,1,192854886,192855898
1444-2057,1,193035479,193036021
1445-2058,1,193070632,193070942
1446-2058,1,193129819,193130377
1447-2058,1,193152869,193153412
1448-2058,1,193173370,193173801
1449-2062,1,193632700,193632903
1450-2069,1,194619660,194620876
1451-2072,1,194976273,194976831
1452-2073,1,195055843,195056492
1453-2074,1,195241589,195241861
1454-2074,1,195264634,195264841
1455-2075,1,195321364,195321694
